DrugBank ID,drug_name,PX,ST_VIRUS,cleaned_smiles,scaffolds,clusters
,,7.36653,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2ccc3cc(-c4ccc(-c5c[nH]c([C@@H]6C[C@@H]7CN6C(=O)[C@H](C(C)C)NC(=O)OCCC/C=C/CO7)n5)cc4)ccc3c2[nH]1)C(C)C,O=C1NCC(=O)N2CC(CC2c2nc(-c3ccc(-c4ccc5c(ccc6nc(C7CCCN7)[nH]c65)c4)cc3)c[nH]2)OCC=CCCCO1,-1
,,7.36653,Hepatitis B virus,Nc1ncc2ncn([C@H]3C[C@H](O)[C@@H](CO)C3)c2n1,c1ncc2ncn(C3CCCC3)c2n1,-1
,,7.36653,Hepatitis C virus,CNC(=O)c1c(-c2ccc(Nc3ccccc3)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(OC)cc12,c1ccc(Nc2ccc(-c3cc4ccccc4o3)cc2)cc1,-1
,PSB-603,7.36,Zika virus,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(Cl)cc5)CC4)cc3)[nH]c2c1=O,O=c1[nH]c(=O)c2[nH]c(-c3ccc(S(=O)(=O)N4CCN(c5ccccc5)CC4)cc3)nc2[nH]1,-1
,,7.36,Rhinovirus,Cc1nc(NC(=O)C(C)(C)CC(F)(F)F)sc1-c1ccc(N)nc1,c1cncc(-c2cncs2)c1,-1
,,7.35655,Hepatitis C virus,CCCCOC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@@](F)(Cl)[C@@H]1O)Oc1ccccc1,O=c1ccn(C2CCC(CO[PH](=O)Oc3ccccc3)O2)c(=O)[nH]1,33
,AB-423,7.35655,Hepatitis B virus,CC[C@@H](C)NS(=O)(=O)c1ccc(F)c(C(=O)Nc2ccc(F)c(F)c2)c1,O=C(Nc1ccccc1)c1ccccc1,-1
,,7.35655,Hepatitis B virus,COc1cc2c(cc1OCC1CCOCC1)CN(CC(C)C)n1cc(C(=O)O)c(=O)cc1-2,O=c1ccn2c(c1)-c1ccc(OCC3CCOCC3)cc1CN2,-1
,,7.35655,Influenza A virus,CC1(C)C[C@H](O)C[C@](C)(CNc2cc(Cl)cc(S(N)(=O)=O)c2)C1,c1ccc(NCC2CCCCC2)cc1,-1
,,7.35164,Hepatitis C virus,CCN(CC)c1cc2oc(-c3ccc(F)cc3)c(C(=O)NC)c2cc1-c1cccc(C(=O)NC2CCC(O)C2)c1,O=C(NC1CCCC1)c1cccc(-c2ccc3oc(-c4ccccc4)cc3c2)c1,-1
,ST-1600,7.35,Dengue virus,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OCCN1CCOCC1,O=C1Cc2cc3n(c(=O)c2CO1)Cc1c-3nc2ccccc2c1C=NOCCN1CCOCC1,-1
,,7.35,Cytomegalovirus,O=C(Cc1cccc(C(F)(F)F)c1)Nc1ccc2nc(NC(=O)c3cscn3)sc2c1,O=C(Cc1ccccc1)Nc1ccc2nc(NC(=O)c3cscn3)sc2c1,-1
,,7.35,Poliovirus,CCC(=O)O[C@H]1[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC(=O)NC/C=C/c2ccc(-c3ncccn3)cc2)C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@]2(C)[C@@H](CC)OC(=O)[C@@H]1C,O=C1CCC(OC(=O)NCC=Cc2ccc(-c3ncccn3)cc2)C(OC2CCCCO2)CCCC(=O)OCC2OC(=O)NC2C1,-1
,,7.34679,Hepatitis C virus,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCF)S(C)(=O)=O)c(-c3cccc(C(=O)N4CC[C@H](F)C4)c3)cc12,O=C(c1cccc(-c2ccc3oc(-c4ccccc4)cc3c2)c1)N1CCCC1,593
,,7.34679,Hepatitis C virus,COc1ccc2c(OC[C@@H]3C[C@H]4C(=O)N(C)CCCC/C=C\[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N34)cc(-c3nc(C(C)C)cs3)nc2c1C,O=C1NCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)N2C(COc3cc(-c4nccs4)nc4ccccc34)CC12,592
,SR-25350,7.34679,Influenza A virus,COc1ccc(C2NC(=O)NC3=C2CN(C(=O)CNC(C)=O)c2ccccc23)cc1Br,O=C1NC2=C(CNc3ccccc32)C(c2ccccc2)N1,-1
,,7.34679,Hepatitis C virus,C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@](C)(O)[C@@H]1O)Oc1cccc2ccccc12)C(=O)OC1CCCCC1,O=C(CNP(=O)(OCC1CCC(n2cnc3c(=O)[nH]cnc32)O1)Oc1cccc2ccccc12)OC1CCCCC1,-1
,,7.34679,Influenza A virus,O=c1cnn2c(c1O)-c1nccn1C[C@@H]2[C@@H](c1ccc(F)cc1)c1cccc(Br)c1,O=c1cnn2c(c1)-c1nccn1CC2C(c1ccccc1)c1ccccc1,-1
,,7.34679,Hepatitis C virus,C=CCNC(=O)C(=O)C(CCC)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)N[C@@H](CN1CCC(C)(C)CC1=O)C(C)(C)C)C1CCCCC1)C2(C)C,O=C(NCCN1CCCCC1=O)NC(C(=O)N1CC2CC2C1)C1CCCCC1,-1
,,7.34679,Hepatitis C virus,COc1ccccc1OP(=O)(N[C@@H](C)C(=O)OC(C)C)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@@](F)(Cl)[C@@H]1O,O=c1ccn(C2CCC(CO[PH](=O)Oc3ccccc3)O2)c(=O)[nH]1,-1
,,7.34679,Hepatitis C virus,CC(C)[C@@H]1NC(=O)C(C)(C)/C=C/c2ccc3ccc(nc3c2)[C@@H](C)OC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O,O=C1CC=Cc2ccc3ccc(nc3c2)COC(=O)C2CCCN(N2)C(=O)CNC(=O)CN1,-1
,,7.34679,Hepatitis B virus,COC(=O)C1=C(CN2CCN(CCCCOc3cc4c(cc3OC)-c3cc(=O)c(C(=O)O)cn3C(C(C)(C)C)C4)CC2)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,O=c1ccn2c(c1)-c1ccc(OCCCCN3CCN(CC4=CC(c5ccccc5)N=C(c5nccs5)N4)CC3)cc1CC2,-1
,,7.34294,Hepatitis C virus,CCN(CC)c1cc2oc(-c3ccc(F)cc3)c(C(=O)NC)c2cc1-c1cccc(C(=O)N2CC(F)(F)C2)c1,O=C(c1cccc(-c2ccc3oc(-c4ccccc4)cc3c2)c1)N1CCC1,-1
,,7.34104,Influenza A virus,CCC(C)(C)n1nnnc1C(C(C)C)N(CCO)Cc1cc2cc(C)c(C)cc2[nH]c1=O,O=c1[nH]c2ccccc2cc1CNCc1nnn[nH]1,-1
DB00529,Foscarnet,7.34,Cytomegalovirus,O=C(O)P(=O)(O)O,,-1
,,7.34,Varicella zoster virus,O=C(OC[C@H]1O[C@@H](n2cc(/C=C/Cl)c(=O)[nH]c2=O)[C@@H](O)[C@@H]1O)C1CCNCC1,O=C(OCC1CCC(n2ccc(=O)[nH]c2=O)O1)C1CCNCC1,-1
,,7.33724,Hepatitis B virus,COC[C@H](NP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccc(Cl)cc1)C(=O)OC(C)C,O=[PH](COCCn1cnc2cncnc21)Oc1ccccc1,580
,,7.33724,Hepatitis C virus,FC(F)(F)c1ccc(CNc2nc(Nc3cc(Cl)cc(Cl)c3)n[nH]2)cc1,c1ccc(CNc2nc(Nc3ccccc3)n[nH]2)cc1,-1
,,7.33724,Hepatitis C virus,COc1nc(N)nc2c1ncn2[C@@H]1O[C@@H]2CO[P@@](=O)(OC3CCC3)O[C@H]2[C@@]1(C)F,O=P1(OC2CCC2)OCC2OC(n3cnc4cncnc43)CC2O1,-1
,,7.33,Rhinovirus,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC)n1cccc(NC(=O)c2cc(C)on2)c1=O,O=C(Cn1cccc(NC(=O)c2ccon2)c1=O)NCCC1CCNC1=O,88
,,7.33,Respiratory syncytial virus,Cc1cc(N(Cc2cccn2-c2nccs2)Cc2cccn2-c2nccs2)n(-c2ccccc2)n1,c1ccc(-n2nccc2N(Cc2cccn2-c2nccs2)Cc2cccn2-c2nccs2)cc1,-1
,,7.33,Enterovirus,CC(=O)O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)NCCNCCNC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](OC(C)=O)C(C)(C)C7CC[C@@]6(C)[C@]4(C)CC5)CC[C@]23C)C1(C)C,O=C(NCCNCCNC(=O)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2,-1
,,7.32873,Hepatitis C virus,COC(=O)N[C@@H](CCSC)C(=O)OCn1c(=O)ccn([C@@H]2O[C@H](COP(=O)(N[C@@H](C)C(=O)OC(C)C)Oc3ccccc3)[C@@H](O)[C@@]2(C)F)c1=O,O=c1ccn(C2CCC(CO[PH](=O)Oc3ccccc3)O2)c(=O)[nH]1,562
,,7.3279,Hepatitis C virus,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(O[C@H](C)C(N)=O)ccc3N2)c(O)c2cccnc21,O=c1[nH]c2ncccc2cc1C1=NS(=O)(=O)c2ccccc2N1,594
,,7.3279,Hepatitis C virus,COc1ccc2c(c1)[C@H]1CN(C(=O)CN(C)C)C[C@@]1(C(=O)N(C)C)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,c1ccc2c(c1)-c1c(C3CCCCC3)c3ccccc3n1CC1CNCC21,547
,,7.3279,Hepatitis B virus,Nc1ncnc2c1ccn2[C@H]1C[C@H](O)[C@](CO)(CF)O1,c1ncc2ccn(C3CCCO3)c2n1,-1
,,7.3279,Hepatitis C virus,NC(=S)Nc1cccc(OCCCCCCc2ccccc2)c1,c1ccc(CCCCCCOc2ccccc2)cc1,-1
,,7.3279,Hepatitis B virus,COc1cc2c(cc1OCCCCCNC(=O)OC(C)(C)C)CN(CC(C)C)n1cc(C(=O)O)c(=O)cc1-2,O=c1ccn2c(c1)-c1ccccc1CN2,-1
,,7.32606,Hepatitis C virus,Cc1ccc(Cn2cnc(=O)c3sc(-c4ccc(-c5cc6nc(C)cc(N)n6n5)cc4)cc32)cc1,O=c1ncn(Cc2ccccc2)c2cc(-c3ccc(-c4cc5ncccn5n4)cc3)sc12,-1
,,7.32606,Influenza A virus,CC(=O)N[C@@H]1[C@@H](N)C[C@@H](S(=O)(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,C1CCOCC1,-1
,,7.32148,Hepatitis C virus,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc3c(cc12)-c1cc(C(=O)NC(C)(C)C)cc(c1)N(S(C)(=O)=O)CCCCCCCN3S(C)(=O)=O,c1ccc(-c2cc3cc4c(cc3o2)NCCCCCCCNc2cccc-4c2)cc1,-1
,,7.32,Human papilloma virus (HPV),C[C@H](NP(=O)(COCCn1cnc2c(N)ncnc21)Oc1cccc2ccccc12)C(=O)OCC(C)(C)C,O=[PH](COCCn1cnc2cncnc21)Oc1cccc2ccccc12,595
,BTA-9881,7.32,Respiratory syncytial virus,O=C(c1cccnc1)N1CCN2C(=O)c3ccncc3[C@]12c1ccc(Cl)cc1,O=C(c1cccnc1)N1CCN2C(=O)c3ccncc3C12c1ccccc1,-1
,,7.31876,Hepatitis C virus,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C1CCCCC1)NCCCC(C)(C)CCCc1cc3c(cc(-c4ccccc4)nc3cc1OC)O2)C(=O)NS(=O)(=O)C1CC1,O=C(NC1(C(=O)NS(=O)(=O)C2CC2)CC1)C1CC2CN1C(=O)C(C1CCCCC1)NCCCCCCCc1ccc3nc(-c4ccccc4)cc(c3c1)O2,558
,A-804485,7.31876,Hepatitis C virus,CCCCC1(CCCC)C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)c2ccccc21,O=C1Cc2ccccc2C=C1C1=NS(=O)(=O)c2ccccc2N1,-1
,,7.31876,Hepatitis B virus,COC(=O)C1=C(CN2CCN3C(=O)N(CCCCCCOc4cc5c(cc4OC)-c4cc(=O)c(C(=O)O)cn4C(C(C)(C)C)C5)CC3C2)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,O=C1N(CCCCCCOc2ccc3c(c2)CCn2ccc(=O)cc2-3)CC2CN(CC3=CC(c4ccccc4)N=C(c4nccs4)N3)CCN12,-1
,,7.31551,Hepatitis C virus,O=C1NCCCOCCCCOCCCNc2nc(nc(OCC(F)(F)F)n2)Nc2ccc1cc2,O=C1NCCCOCCCCOCCCNc2ncnc(n2)Nc2ccc1cc2,-1
,,7.31336,Hepatitis C virus,CCNc1cc2oc(-c3ccc(F)cc3)c(C(=O)NC)c2cc1-c1cccc(C(=O)NCC(F)(F)c2ccccc2)c1,O=C(NCCc1ccccc1)c1cccc(-c2ccc3oc(-c4ccccc4)cc3c2)c1,-1
,,7.31,Herpes simplex virus,CN1CCc2c(sc3[nH]c(=S)nc(Nc4ccc(Br)cc4)c23)C1,S=c1nc(Nc2ccccc2)c2c3c(sc2[nH]1)CNCC3,-1
,,7.31,Respiratory syncytial virus,NCCNc1ncc(CN2C(=O)C3(CC3)c3ccc(F)cc32)c(NCCCCO)n1,O=C1N(Cc2cncnc2)c2ccccc2C12CC2,-1
,,7.3098,Hepatitis C virus,COC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccc(-c2sccc2C)cc1,O=c1ccn(C2CCC(CO[PH](=O)Oc3ccc(-c4cccs4)cc3)O2)c(=O)[nH]1,567
,,7.3098,Hepatitis C virus,CNC(=O)c1c(-c2ccc(F)cc2)oc2c1cc(-c1cccc(C(=O)NCC(F)(F)C(F)(F)C(F)(F)F)c1)c1[nH]ccc12,c1ccc(-c2cc3cc(-c4ccccc4)c4[nH]ccc4c3o2)cc1,-1
,,7.3098,Hepatitis C virus,CC(C)(C)NC(=O)Nc1nc(Cl)c(CCC2CCCCC2)n(CC(=O)Nc2ccccc2C(=O)O)c1=O,O=C(Cn1c(CCC2CCCCC2)cncc1=O)Nc1ccccc1,-1
,GTB,7.30715,Hepatitis C virus,COc1cc(C(=O)Nc2ccn([C@@H]3O[C@H](CO)[C@@H](O)C3(F)F)c(=O)n2)cc(OC)c1OC,O=C(Nc1ccn(C2CCCO2)c(=O)n1)c1ccccc1,121
,,7.30103,Hepatitis C virus,C#CC(C)OC(=O)CNP(=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,O=c1ccn(C2CCC(CO[PH](=O)Oc3ccccc3)O2)c(=O)[nH]1,598
,,7.30103,Influenza A virus,O=C1c2c(n(Cc3ccc(Br)cc3)c3ccccc3c2=O)-c2cccn21,O=C1c2c(n(Cc3ccccc3)c3ccccc3c2=O)-c2cccn21,597
,,7.30103,Hepatitis C virus,CNC(=O)c1c2cc(C3CC3)c(N(CCCO)S(C)(=O)=O)cc2nn1-c1ccc(Nc2ccccc2F)cc1,c1ccc(Nc2ccc(-n3cc4cc(C5CC5)ccc4n3)cc2)cc1,596
,,7.30103,Hepatitis C virus,CC(C)N(c1cc(C#CC(C)(C)C)sc1C(=O)O)C(=O)[C@H]1CC[C@H](C)CC1,O=C(Nc1ccsc1)C1CCCCC1,582
,,7.30103,Hepatitis C virus,CNC(=O)c1c(-c2ccc(F)cc2)oc2c1cc(-c1cccc(C(=O)NC(C)(C)C)c1)c1[nH]ccc12,c1ccc(-c2cc3cc(-c4ccccc4)c4[nH]ccc4c3o2)cc1,534
,,7.30103,Hepatitis B virus,O=c1nc(/N=C/N(Cc2ccccc2)Cc2ccccc2)ccn1[C@@H]1CS[C@H](CO)O1,O=c1nc(N=CN(Cc2ccccc2)Cc2ccccc2)ccn1C1CSCO1,516
,,7.30103,Hepatitis C virus,Cc1cc(-c2ccc(OP(=O)(N[C@@H](C)C(=O)OC(C)C)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@](C)(F)[C@@H]3O)cc2)ccc1F,O=c1ccn(C2CCC(CO[PH](=O)Oc3ccc(-c4ccccc4)cc3)O2)c(=O)[nH]1,499
,Fludeoxyglucose (18F),7.30103,Hepatitis B virus,OC[C@H]1OC(O)[C@H]([18F])[C@@H](O)[C@@H]1O,C1CCOCC1,122
,,7.30103,Hepatitis C virus,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](CSCCN(C)C)C(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,101
,,7.30103,Hepatitis C virus,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@@H](CSCCN(C)C)C(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,101
,,7.30103,Hepatitis B virus,CC(C)OC(=O)[C@H](C)NP(=S)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,S=[PH](COCCn1cnc2cncnc21)Oc1ccccc1,91
,d-Telaprevir,7.30103,Hepatitis C virus,[2H][C@@](CCC)(NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,O=C(CNC(=O)C1C2CCCC2CN1C(=O)CNC(=O)C(NC(=O)c1cnccn1)C1CCCCC1)C(=O)NC1CC1,-1
DB08901,Ponatinib,7.30103,Hepatitis C virus,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(C#Cc2cnc3cccnn23)c1,-1
,(+)-JQ-1,7.30103,Human immunodeficiency virus,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,c1ccc(C2=NCc3nncn3-c3sccc32)cc1,-1
,ZINC-09410451,7.30103,Ebola virus,Cc1[nH]nc(-c2ccc(OCCN3CCC(C(N)=O)CC3)cc2O)c1-c1ccc(Cl)cc1,c1ccc(-c2c[nH]nc2-c2ccc(OCCN3CCCCC3)cc2)cc1,-1
,6'-SLN-PAA,7.30103,Influenza A virus,CCC(=O)NCCCO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO[C@]3(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O3)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1NC(C)=O,C1CCC(OCC2CCCC(OC3CCCOC3)O2)OC1,-1
DB12947,Doxifluridine,7.30103,Filovirus,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,O=c1ccn(C2CCCO2)c(=O)[nH]1,-1
,Torcitabine,7.30103,Hepatitis B virus,Nc1ccn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)n1,O=c1ncccn1C1CCCO1,-1
,Dihydrochelerythrine,7.30103,Hepatitis B virus,COc1ccc2c(c1OC)CN(C)c1c-2ccc2cc3c(cc12)OCO3,c1ccc2c(c1)CNc1c-2ccc2cc3c(cc12)OCO3,-1
DB12451,SCY-635,7.30103,Hepatitis C virus,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](SCCN(C)C)C(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,-1
,HA-719,7.30103,Hepatitis C virus,CCCCn1c(=O)c2cc(OC)ccc2c2cc(C(O)(C(F)(F)F)C(F)(F)F)c3c(c21)OCO3,O=c1[nH]c2c3c(ccc2c2ccccc12)OCO3,-1
,,7.30103,Influenza A virus,COc1ccc(C(=O)Nc2sc3c(c2C(=O)O)CCC(C)(C)C3)cc1OC,O=C(Nc1cc2c(s1)CCCC2)c1ccccc1,-1
,,7.30103,Hepatitis C virus,CNC(=O)c1c2cc(C3CC3)c(N(CCC3COC(C)(C)OC3)S(C)(=O)=O)cc2nn1-c1ccc(Br)cc1,c1ccc(-n2cc3cc(C4CC4)c(NCCC4COCOC4)cc3n2)cc1,-1
,,7.30103,Hepatitis C virus,[2H][C@@](CCC)(NC(=O)[C@@H]1C[C@]2(CC(c3cc(Cl)c(OC)cc3OC)=NO2)CN1C(=O)[C@@H](NC(=O)CC1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,O=C(CC1CCCCC1)NCC(=O)N1CC2(CC(c3ccccc3)=NO2)CC1C(=O)NCC(=O)C(=O)NC1CC1,-1
,,7.30103,Hepatitis C virus,COC(=O)c1ccc2c(c1)c1c(n2CCCN2C[C@H](C)O[C@H](C)C2)CCCC1,c1ccc2c(c1)c1c(n2CCCN2CCOCC2)CCCC1,-1
,,7.30103,Hepatitis C virus,CSc1ncnc2c1c1cscc1n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,c1ncc2c3cscc3n(C3CCCO3)c2n1,-1
,,7.30103,Hepatitis C virus,CCN(CC)S(=O)(=O)c1cc(Nc2nc(-c3ccccc3)nc3ccccc23)ccc1C,c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,-1
,,7.30103,Influenza A virus,C/C=C/C(/C=C/C)c1c(F)cc(-n2c3c(c(=O)c4ccccc42)C(=O)n2cccc2-3)cc1F,O=C1c2c(n(-c3ccccc3)c3ccccc3c2=O)-c2cccn21,-1
,,7.30103,Hepatitis C virus,CCOc1nc(N)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OCC(C)(C)C)N[C@@H](C)C(=O)OCC(C)(C)C)[C@@H](O)[C@@]1(C)F,c1ncc2ncn(C3CCCO3)c2n1,-1
,,7.30103,Hepatitis B virus,CCC1(NS(=O)(=O)c2cccc(C(=O)Nc3ccc(F)c(C)c3)c2)CC1,O=C(Nc1ccccc1)c1cccc(S(=O)(=O)NC2CC2)c1,-1
,,7.30103,Hepatitis B virus,CCCCCCCCCCCCCCCCSCCCOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21,c1ncc2nc[nH]c2n1,-1
,,7.30103,Influenza A virus,CCc1cnc2c3c(c(=O)n(-c4ccc(N)cc4)c2c1)C(=O)n1cccc1-3,O=C1c2c(c3ncccc3n(-c3ccccc3)c2=O)-c2cccn21,-1
,,7.30103,Hepatitis B virus,CCCCCCCCCCCCCCCCOCCCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)SC(C)C,c1ncc2nc[nH]c2n1,-1
,,7.30103,Influenza A virus,COc1cccc(Cn2c(=O)c(OC)c(-c3ccccc3)c3ccccc32)c1,O=c1cc(-c2ccccc2)c2ccccc2n1Cc1ccccc1,-1
,,7.30103,Influenza A virus,COC1C(=O)N(Cc2ccccc2I)c2ccccc2C1(O)c1ccc(F)cc1,O=C1CC(c2ccccc2)c2ccccc2N1Cc1ccccc1,-1
,,7.30103,Influenza A virus,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3[C@H](O[C@H]4CC[C@@]5(C)[C@@H](CC[C@]6(C)[C@@H]5CC=C5[C@@H]7CC(C)(C)[C@H](OC(=O)/C=C/c8ccccc8)C[C@]7(C(=O)O)CC[C@]56C)C4(C)C)OC[C@@H](O)[C@@H]3O)OC[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,O=C(C=Cc1ccccc1)OC1CCC2C3=CCC4C5CCC(OC6OCCCC6OC6OCCCC6OC6CCCCO6)CC5CCC4C3CCC2C1,-1
,,7.30103,Influenza A virus,COc1c(-c2ccc(F)cc2)c2ccccc2n(Cc2cccc(Cl)c2)c1=O,O=c1cc(-c2ccccc2)c2ccccc2n1Cc1ccccc1,-1
,,7.30103,Influenza A virus,COc1c(-c2ccccc2)c2ccccc2n(Cc2ccc(C)cc2)c1=O,O=c1cc(-c2ccccc2)c2ccccc2n1Cc1ccccc1,-1
,,7.30103,Influenza A virus,COc1c(-c2ccccc2)c2cc(Cl)ccc2n(Cc2cc(F)cc(F)c2)c1=O,O=c1cc(-c2ccccc2)c2ccccc2n1Cc1ccccc1,-1
,,7.30103,Influenza A virus,COC1C(=O)N(Cc2ccc(F)c(F)c2)c2ccccc2C1(O)c1ccccc1,O=C1CC(c2ccccc2)c2ccccc2N1Cc1ccccc1,-1
,,7.30103,Influenza A virus,COc1c(-c2ccccc2)c2cnccc2n(-c2cccc(F)c2)c1=O,O=c1cc(-c2ccccc2)c2cnccc2n1-c1ccccc1,-1
,,7.30103,Influenza A virus,COC1C(=O)N(Cc2cccc(Cl)c2)c2ccccc2C1(O)c1ccccc1,O=C1CC(c2ccccc2)c2ccccc2N1Cc1ccccc1,-1
,,7.30103,Influenza virus,CCOc1cc(OCC)n2s/c(=N/C(=O)c3ccc(Cl)nc3)nc2n1,O=C(N=c1nc2ncccn2s1)c1cccnc1,-1
,,7.30103,Ebola virus,CC1CCN(CC(O)COc2ccc([C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cc2)CC1,c1cc(C23CC4CC(CC(C4)C2)C3)ccc1OCCCN1CCCCC1,-1
,,7.30103,Influenza A virus,COC1C(=O)N(Cc2cccc(F)c2)c2ccc(Cl)cc2C1(O)c1ccccc1,O=C1CC(c2ccccc2)c2ccccc2N1Cc1ccccc1,-1
,,7.30103,Influenza A virus,COc1cccc(CN2C(=O)C(OC)C(O)(c3ccccc3)c3ccccc32)c1,O=C1CC(c2ccccc2)c2ccccc2N1Cc1ccccc1,-1
